ID,Name,Concepticon_ID,Concepticon_Gloss
1_abuse,abuse,1953,ABUSE
2_all,all,98,ALL
3_ancestorsspirit,ancestor's spirit,53,SPIRIT
4_animal,animal,619,ANIMAL
5_answer,answer,1275,ANSWER
6_answeracall,answer a call,,
7_anthill,ant-hill,1873,ANTHILL
8_arm,arm,1673,ARM
9_armpit,armpit,1886,ARMPIT
10_arrive,arrive,1387,ARRIVE
11_arrow,arrow,977,ARROW
12_ashes,ashes,646,ASH
13_askfor,ask for,1828,ASK (REQUEST)
14_axe,axe,677,AXE
15_back,back,1291,BACK
16_backbone,backbone,805,SPINE
17_bad,bad,1292,BAD
18_banana,banana,868,BANANA
19_bananatree,banana-tree,1795,BANANA TREE
20_bark,bark,1204,BARK
21_bathe,bathe,138,BATHE
22_beafraid,be afraid,1419,FEAR (BE AFRAID)
23_belame,be lame,320,LAME
24_besatiated,be satiated,106,SATIATED
25_bebecome,"be, become",1990,BECOME
26_beard,beard,678,BEARD
27_becomeburnt,become burnt,1428,BURNING
28_becomedry,become dry,1786,DRY UP
29_becomefull,become full,1429,FULL
30_becomelarge,become large,479,GROW
31_becomelargegrowup,"become large, grow up",479,GROW
32_bed,bed,1663,BED
33_bee,bee,665,BEE
34_beer,beer,1639,BEER
35_beerbananas,beer bananas,2251,BEER BANANA
36_behind,behind,1686,BEHIND
37_bellystomach,"belly, stomach",2114,BELLY OR STOMACH
38_below,below,1485,BELOW OR UNDER
39_bewitch,bewitch,118,BEWITCH
40_big,big,1202,BIG
41_bile,bile,1780,BILE
42_bird,bird,937,BIRD
43_bite,bite,1403,BITE
44_bitter,bitter,887,BITTER
45_black,black,163,BLACK
46_bladder,bladder,1746,BLADDER
47_blindperson,blind person,457,BLIND PERSON
48_blood,blood,946,BLOOD
49_body,body,1480,BODY
50_boil,boil,2493,BOIL
51_bone,bone,1394,BONE
52_boundary,boundary,1010,BOUNDARY
53_bow,bow,994,BOW
54_brain,brain,1583,BRAIN
55_branch,branch,1531,BRANCH
56_break,break,680,BREAK (DESTROY OR GET DESTROYED)
57_breakwind,break wind,1159,FART
58_breast,breast,1402,BREAST
59_breath,breath,870,BREATH
60_bring,bring,692,BRING
61_bringupchild,bring up child,2134,RAISE (BRING UP)
62_build,build,1840,BUILD
63_bull,bull,1008,BULL
64_bulrushmillet,bulrush millet,931,MILLET
65_burdenload,"burden, load",1679,LOAD
66_burn,burn,2102,BURN
67_bury,bury,1719,BURY
68_bush,bush,1683,BUSH
69_buttock,buttock,834,BUTTOCKS
70_buy,buy,1869,BUY
71_calfofleg,calf of leg,498,CALF OF LEG
72_call,call,1084,CALL
73_carrychild,carry (child),1123,PREGNANT
74_carrychildonback,carry child on back,465,CARRY ON BACK
75_cat,cat,1208,CAT
76_cattle,cattle,1153,CATTLE
77_ceasefinish,"cease, finish",1928,CEASE
78_chairseat,"chair, seat",1476,CHAIR
79_charcoal,charcoal,1188,CHARCOAL
80_chaseaway,chase away,30,DISPEL
81_cheek,cheek,1730,CHEEK
82_chest,chest,1592,CHEST
83_child,child,2099,CHILD
84_chin,chin,1510,CHIN
85_choose,choose,1750,CHOOSE
86_clan,clan,302,CLAN
87_clothes,clothes,1895,CLOTHES
88_cloud,cloud,1489,CLOUD
89_cold,cold,1287,COLD
90_come,come,1446,COME
91_completefinish,"complete, finish",1766,FINISH
92_cook,cook,1100,COOK (SOMETHING)
93_cookingpot,cooking pot,3653,COOKING POT
94_corpse,corpse,767,CORPSE
95_cough,cough,879,COUGH
96_count,count,1420,COUNT
97_country,country,1300,COUNTRY
98_courtyard,courtyard,4,COURTYARD
99_crossriver,cross river,574,TRANSIT
100_crywail,"cry, wail",1839,CRY
101_cultivate,cultivate,1541,CULTIVATE
102_cut,cut,1432,CUT
103_dance,dance,1879,DANCE
104_day,day,1225,DAY (NOT NIGHT)
105_daytime,daytime,1225,DAY (NOT NIGHT)
106_defecate,defecate,676,SHIT (DEFECATE)
107_destroy,destroy,681,DESTROY
108_die,die,1494,DIE
109_dig,dig,1418,DIG
110_diminishgrowless,"diminish, grow less",1184,DIMINISH
111_divide,divide,1119,DIVIDE
112_dog,dog,2009,DOG
113_donkey,donkey,1862,DONKEY
114_door,door,1567,DOOR
115_drawwater,draw water,1911,DRAW (WATER)
116_dream,dream,1920,DREAM (SOMETHING)
117_drink,drink,1401,DRINK
118_drizzle,drizzle,1016,DRIZZLE
119_drum,drum,908,DRUM
120_dust,dust,2,DUST
121_dwell,dwell,363,"DWELL (LIVE, RESIDE)"
122_ear,ear,1247,EAR
123_eat,eat,1336,EAT
124_egg,egg,744,EGG
125_eight,eight,1705,EIGHT
126_elbow,elbow,981,ELBOW
127_elephant,elephant,1290,ELEPHANT
128_excreta,excreta,47,EXCRETA
129_extinguish,extinguish,127,EXTINGUISH
130_eye,eye,1248,EYE
131_eyebrow,eyebrow,1173,EYEBROW
132_eyelash,eyelash,1540,EYELASH
133_face,face,1560,FACE
134_fall,fall,1280,FALL
135_far,far,1406,FAR
136_fatoil,"fat, oil",2551,ORGANIC FAT OR OIL
137_fatthick,"fat, thick",1279,FAT (OBESE)
138_fear,fear,1419,FEAR (BE AFRAID)
139_feather,feather,1201,FEATHER
140_few,few,1242,FEW
141_field,field,212,FIELD
142_fiercesharp,"fierce, sharp",1396,SHARP
143_fight,fight,1423,FIGHT
144_finger,finger,1303,FINGER
145_fingernail,fingernail,1258,FINGERNAIL
146_fire,fire,221,FIRE
147_fireplacehearth,"fireplace, hearth",185,FIREPLACE
148_firewood,firewood,10,FIREWOOD
149_fish,fish,227,FISH
150_fist,fist,1473,FIST
151_five,five,493,FIVE
152_flower,flower,239,FLOWER
153_fly,fly,1504,FLY (INSECT)
154_flyto,"fly, to",1441,FLY (MOVE THROUGH AIR)
155_foam,foam,1768,FOAM
156_follow,follow,1085,FOLLOW
157_forest,forest,420,FOREST
158_forget,forget,1523,FORGET
159_four,four,1500,FOUR
160_fowlchicken,"fowl, chicken",265,FOWL
161_frog,frog,503,FROG
162_fry,fry,991,FRY
163_gatherflowersfruit,"gather (flowers, fruit)",7,GATHER
164_getaccustomed,get accustomed,1118,ACCUSTOM
165_getintoxicated,get intoxicated,,
166_getlost,get lost,423,GET LOST
167_getwet,get wet,1726,WET
168_getobtain,"get, obtain",694,GET
169_give,give,1447,GIVE
170_givebirth,give birth,1195,GIVE BIRTH
171_go,go,695,GO
172_goin,go in,749,ENTER
173_gooutgoaway,"go out, go away",1752,LEAVE
174_goat,goat,1502,GOAT
175_god,God,1944,GOD
176_goodbeautiful,"good, beautiful",1035,GOOD
177_grain,grain,605,GRAIN
178_grandfather,grandfather,1383,GRANDFATHER
179_grandmother,grandmother,1496,GRANDMOTHER
180_graspholdinarms,"grasp, hold in arms",2104,HOLD OR TAKE
181_grind,grind,1033,GRIND
183_hair,hair,1040,HAIR
184_hard,hard,1884,HARD
185_head,head,1256,HEAD
186_headpad,headpad,,
187_hear,hear,1408,HEAR
188_heart,heart,1223,HEART
189_hearthstone,hearthstone,,
190_heel,heel,980,HEEL
191_hide,hide,2486,HIDE
192_hip,hip,1745,HIP
193_hit,hit,1433,HIT
194_hoe,hoe,284,HOE
195_hole,hole,1667,HOLE
196_honey,honey,942,HONEY
197_horn,horn,1393,HORN (ANATOMY)
198_house,house,1252,HOUSE
199_howmany,how many,822,HOW MANY
200_hundred,hundred,1634,HUNDRED
201_hunger,hunger,1864,HUNGER
202_hunt,hunt,1435,HUNT
203_hunter,hunter,1053,HUNTER
204_husband,husband,1200,HUSBAND
205_hyena,hyena,1799,HYENA
206_i,I,1209,I
207_infrontof,in front of,1883,IN FRONT OF
208_increase,increase,1041,INCREASE
209_inside,inside,1606,INSIDE
210_intestines,intestines,1991,INTESTINES
211_itch,itch,3855,ITCH (CAUSE ITCHING OR FEEL ITCHY)
212_jaw,jaw,798,JAW
213_jealousy,jealousy,2016,JEALOUSY
214_keeplivestock,keep livestock,,
215_kidney,kidney,489,KIDNEY
216_kill,kill,1417,KILL
217_knee,knee,1371,KNEE
218_kneel,kneel,66,KNEEL
219_knife,knife,1352,KNIFE
220_know,know,3626,KNOW
221_lakepool,"lake, (pool)",624,LAKE
222_laugh,laugh,1355,LAUGH
223_lazy,lazy,1564,LAZY
224_leaf,leaf,628,LEAF
225_learn,learn,504,LEARN
226_leavegoaway,"leave, go away",1752,LEAVE
227_lefthand,left (hand),244,LEFT
228_leg,leg,1297,LEG
229_lick,lick,319,LICK
230_liedownsleep,"lie down, sleep",2116,REST OR SLEEP
231_light,light,630,LIGHT (RADIATION)
232_lightning,lightning,1654,LIGHTNING
233_lip,lip,478,LIP
234_listen,listen,1608,LISTEN
235_liver,liver,1224,LIVER
236_locust,locust,810,LOCUST
237_long,long,1203,LONG
238_lookat,look at,1819,LOOK
239_lookfor,look for,1468,LOOK FOR
240_louse,louse,1392,LOUSE
241_lovewant,"love, want",2117,DESIRE
242_lung,lung,688,LUNG
243_maize,maize,506,MAIZE
244_many,many,1198,MANY
245_marry,marry,203,MARRY
246_meat,meat,634,MEAT
247_medicine,medicine,1372,MEDICINE
248_medicinemandoctor,"medicine man, doctor",394,SHAMAN (FOLK HEALER)
249_meet,meet,1831,MEET
250_milk,milk,635,MILK
251_moon,moon,1313,MOON
252_mosquito,mosquito,1509,MOSQUITO
253_mouldpottery,mould pottery,1166,MOULD
254_mountainhill,"mountain, (hill)",2118,MOUNTAIN OR HILL
255_mouth,mouth,674,MOUTH
256_moveaway,move away,229,MOVE AWAY
257_mud,mud,640,MUD
258_name,name,1405,NAME
259_nape,nape,1347,NAPE (OF NECK)
260_navel,navel,1838,NAVEL
261_near,near,1942,NEAR
262_neck,neck,1333,NECK
263_new,new,1231,NEW
264_night,night,1233,NIGHT
265_nine,nine,1483,NINE
266_nose,nose,1221,NOSE
268_oldperson,old person,725,OLD PERSON
270_one,one,1493,ONE
271_open,open,1156,OPEN
